原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
在抗美援朝战争中，为和平而战、为正义而战的志愿军全体将士，坚持从战争中学习战争，在血与火的洗礼中，迅速改善了装备、提高了技术水平，催生了我军由单一兵种作战过渡到现代诸军兵种联合作战，创造了依靠劣势装备打赢现代战争的一系列新经验、新战术、新战法。同时，还在战争中培养出一大批适应现代战争需要的军事人才，促进了我国军事思想和军事科学技术向现代化方向迈进，使我军建设进入一个新的发展阶段。,战争,3,而战,而战,发展
,军事,3,现代战争,现代战争,建设
,装备,2,军事,军事,我国
,而战,2,战争,战争,人才
,现代战争,2,我军,我军,坚持
,我军,2,装备,装备,提高
,需要,1,血与火,血与火,促进
,阶段,1,抗美援朝战争,抗美援朝战争,科学技术
,适应,1,军兵种,军兵种,需要
,进入,1,联合作战,联合作战,创造
,迈进,1,打赢,打赢,现代化
,过渡,1,战法,战法,现代
,迅速,1,洗礼,洗礼,培养
,血与火,1,迈进,迈进,一个
,联合作战,1,劣势,劣势,方向
,经验,1,,,
,科学技术,1,,,
,现代化,1,,,
,现代,1,,,
,洗礼,1,,,
,正义,1,,,
,方向,1,,,
,改善,1,,,
,提高,1,,,
,抗美援朝战争,1,,,
,技术水平,1,,,
,打赢,1,,,
,战法,1,,,
,战术,1,,,
,我国,1,,,
,思想,1,,,
,志愿军,1,,,
,建设,1,,,
,将士,1,,,
,学习,1,,,
,培养,1,,,
,坚持,1,,,
,和平,1,,,
,同时,1,,,
,发展,1,,,
,单一,1,,,
,劣势,1,,,
,创造,1,,,
,军兵种,1,,,
,兵种,1,,,
,全体,1,,,
,催生,1,,,
,促进,1,,,
,依靠,1,,,
,作战,1,,,
,人才,1,,,
,一系列,1,,,
,一大批,1,,,
,一个,1,,,
,,,,,
我们要坚持不懈地把我军革命化、现代化、正规化建设推向前进。要大力弘扬我军光荣传统，大力培育当代革命军人核心价值观，把全军干部战士的智慧和力量凝聚到中国特色军事变革上来，凝聚到实现我军现代化跨越式发展上来，凝聚到提高以打赢信息化条件下局部战争为核心的完成多样化军事任务的能力上来，更好地履行新世纪新阶段我军历史使命。,我军,4,我军,我军,发展
,凝聚,3,凝聚,凝聚,建设
,上来,3,上来,上来,我们
,现代化,2,大力,大力,中国
,核心,2,现代化,现代化,实现
,大力,2,核心,核心,提高
,军事,2,干部战士,干部战士,能力
,革命化,1,军事,军事,变革
,革命军人,1,革命军人,革命军人,现代化
,阶段,1,光荣传统,光荣传统,培育
,跨越式,1,革命化,革命化,力量
,能力,1,局部战争,局部战争,大力
,特色,1,正规化,正规化,更好
,正规化,1,打赢,打赢,智慧
,条件,1,坚持不懈,坚持不懈,弘扬
,更好,1,,,
,智慧,1,,,
,新世纪,1,,,
,提高,1,,,
,推向,1,,,
,打赢,1,,,
,我们,1,,,
,当代,1,,,
,弘扬,1,,,
,建设,1,,,
,干部战士,1,,,
,履行,1,,,
,局部战争,1,,,
,实现,1,,,
,完成,1,,,
,多样化,1,,,
,培育,1,,,
,坚持不懈,1,,,
,变革,1,,,
,发展,1,,,
,历史使命,1,,,
,力量,1,,,
,前进,1,,,
,全军,1,,,
,光荣传统,1,,,
,信息化,1,,,
,任务,1,,,
,价值观,1,,,
,中国,1,,,
,,,,,
当前，我们在改革和发展中遇到很多这样那样的矛盾和问题，有的还比较突出。比如，经济发展方式粗放、资源约束加剧、环境压力增大、自主创新能力不强、保障和改善民生任务繁重等矛盾和问题，正在日益显现出来。又比如，在对外开放中涉及的贸易摩擦、贸易保护主义、技术封锁问题，以及涉及国家主权、安全和长远发展的种种矛盾和斗争，也越来越多。,问题,3,矛盾,矛盾,发展
,矛盾,3,问题,问题,技术
,发展,3,涉及,涉及,经济
,贸易,2,比如,比如,我们
,涉及,2,环境压力,环境压力,自主
,比如,2,贸易,贸易,资源
,长远,1,发展,发展,问题
,那样,1,显现出来,显现出来,创新能力
,遇到,1,比较突出,比较突出,改革
,这样,1,国家主权,国家主权,安全
,越来越,1,粗放,粗放,保障
,资源,1,繁重,繁重,方式
,自主,1,创新能力,创新能力,当前
,经济,1,对外开放,对外开放,正在
,约束,1,封锁,封锁,任务
,繁重,1,,,
,粗放,1,,,
,种种,1,,,
,环境压力,1,,,
,民生,1,,,
,比较突出,1,,,
,正在,1,,,
,显现出来,1,,,
,日益,1,,,
,方式,1,,,
,斗争,1,,,
,改革,1,,,
,改善,1,,,
,摩擦,1,,,
,技术,1,,,
,我们,1,,,
,很多,1,,,
,当前,1,,,
,封锁,1,,,
,对外开放,1,,,
,安全,1,,,
,增大,1,,,
,国家主权,1,,,
,加剧,1,,,
,创新能力,1,,,
,保障,1,,,
,保护主义,1,,,
,任务,1,,,
,以及,1,,,
,,,,,
人类社会已进入21世纪第二个十年。综合判断国内外形势，这十年既是我国经济社会发展的重要战略机遇期，也是科学技术发展的重要战略机遇期。面对世界新一轮科技革命和产业革命的新形势，我们只有奋力抢占国际经济科技制高点、积极培育新的经济增长点，才能在综合国力竞争中赢得主动。,重要,2,机遇期,机遇期,科技
,经济,2,十年,十年,发展
,科技,2,21,21,经济
,机遇期,2,科技,科技,我国
,战略,2,战略,战略,我们
,形势,2,形势,形势,世界
,发展,2,综合国力,综合国力,战略
,十年,2,产业革命,产业革命,国际
,革命,1,制高点,制高点,重要
,面对,1,奋力,奋力,社会
,进入,1,抢占,抢占,人类
,赢得,1,重要,重要,科学技术
,综合国力,1,增长点,增长点,积极
,综合,1,经济社会,经济社会,革命
,经济社会,1,新一轮,新一轮,培育
,第二个,1,,,
,竞争,1,,,
,积极,1,,,
,科学技术,1,,,
,社会,1,,,
,新一轮,1,,,
,抢占,1,,,
,才能,1,,,
,我国,1,,,
,我们,1,,,
,奋力,1,,,
,增长点,1,,,
,培育,1,,,
,国际,1,,,
,国内外,1,,,
,只有,1,,,
,制高点,1,,,
,判断,1,,,
,人类,1,,,
,产业革命,1,,,
,主动,1,,,
,世纪,1,,,
,世界,1,,,
,21,1,,,
,,,,,
希望广大科技工作者更加自觉、更加积极地提高自主创新能力，努力在实现经济又好又快发展和民生不断改善方面奋发有为。自主创新、重点跨越、支撑发展、引领未来，是我国科技工作的指导方针。为加快建设创新型国家，我们既要继续学习借鉴人类文明优秀成果，更要大力提高自主创新能力，大幅度提升国家竞争力。广大科技工作者要立足改革开放和社会主义现代化建设全局，着眼赢得未来国际科技竞争主动权，把服务经济发展方式转变和产业转型升级作为主攻方向，研究开发直接决定产业核心竞争力的关键技术，提高基础工艺、基础材料、基础元器件研发和系统集成水平，用先进技术改造提升传统产业。要深入研究节能环保、新一代信息技术、生物、高端装备制造、新能源、新材料、新能源汽车等领域的前沿关键技术，用先进技术支撑战略性新兴产业发展。要着眼于探索科技新知，深入开展基础研究，潜心探索自然规律，努力在世界科技前沿取得更多研究成果，为人类和平发展和文明进步拓展空间，用科学技术引领未来。要把科技创新与提高人民生活质量和水平结合起来，在防灾减灾、公共安全、生命健康等关系民生的重大科技问题上加强攻关，使科技成果更充分地惠及人民群众。,科技,7,科技,科技,创新
,发展,5,自主,自主,科技
,基础,4,基础,基础,发展
,自主,3,关键技术,关键技术,技术
,未来,3,发展,发展,建设
,提高,3,创新能力,创新能力,经济
,经济,2,工作者,工作者,国家
,竞争力,2,引领,引领,加快
,研究,2,民生,民生,我国
,水平,2,提高,提高,加强
,民生,2,未来,未来,产业
,材料,2,科技前沿,科技前沿,我们
,更加,2,探索,探索,领域
,新能源,2,竞争力,竞争力,世界
,支撑,2,新能源,新能源,研究
,提升,2,,,
,探索,2,,,
,引领,2,,,
,建设,2,,,
,广大,2,,,
,工作者,2,,,
,国家,2,,,
,努力,2,,,
,创新能力,2,,,
,创新,2,,,
,关键技术,2,,,
,先进,2,,,
,人民,2,,,
,产业,2,,,
,高端,1,,,
,领域,1,,,
,防灾,1,,,
,问题,1,,,
,重点,1,,,
,重大,1,,,
,进步,1,,,
,转型,1,,,
,转变,1,,,
,跨越,1,,,
,起来,1,,,
,赢得,1,,,
,质量,1,,,
,装备,1,,,
,节能,1,,,
,自觉,1,,,
,自然规律,1,,,
,群众,1,,,
,继续,1,,,
,结合,1,,,
,系统集成,1,,,
,竞争,1,,,
,立足,1,,,
,空间,1,,,
,积极,1,,,
,科技成果,1,,,
,科技前沿,1,,,
,科学技术,1,,,
,社会主义,1,,,
,研究成果,1,,,
,研发,1,,,
,着眼于,1,,,
,着眼,1,,,
,直接,1,,,
,生物,1,,,
,生活,1,,,
,生命,1,,,
,现代化,1,,,
,环保,1,,,
,潜心,1,,,
,深入研究,1,,,
,深入开展,1,,,
,汽车,1,,,
,核心,1,,,
,服务,1,,,
,更要,1,,,
,方面,1,,,
,方式,1,,,
,方向,1,,,
,新知,1,,,
,新兴产业,1,,,
,新一代,1,,,
,文明,1,,,
,攻关,1,,,
,改革开放,1,,,
,改善,1,,,
,指导方针,1,,,
,拓展,1,,,
,技术改造,1,,,
,技术,1,,,
,战略性,1,,,
,我国,1,,,
,我们,1,,,
,惠及,1,,,
,开发,1,,,
,希望,1,,,
,工艺,1,,,
,工作,1,,,
,实现,1,,,
,学习,1,,,
,奋发有为,1,,,
,大幅度,1,,,
,大力提高,1,,,
,国际,1,,,
,和平,1,,,
,取得,1,,,
,升级,1,,,
,加快,1,,,
,加强,1,,,
,前沿,1,,,
,制造,1,,,
,创新型,1,,,
,减灾,1,,,
,决定,1,,,
,关系,1,,,
,公共安全,1,,,
,全局,1,,,
,充分,1,,,
,元器件,1,,,
,健康,1,,,
,借鉴,1,,,
,信息技术,1,,,
,作为,1,,,
,传统产业,1,,,
,优秀成果,1,,,
,人类文明,1,,,
,人类,1,,,
,主攻,1,,,
,主动权,1,,,
,世界,1,,,
,不断,1,,,
,,,,,
希望广大科技工作者更加自觉、更加积极地弘扬创新文化，努力在激发全民族创新热情和创造活力方面奋发有为。科技同文化一样，都是最需要创新的领域。科技创新同文化创新相辅相成、相互促进。广大科技工作者要带头大力发扬中华民族自强不息、革故鼎新的优良传统，坚持用创新文化激发创新精神、推动创新实践、激励创新事业。要自觉继承我国科技界长期以来形成的奋勇争先、崇尚一流、不甘落后的优良传统，努力营造勇于创新、宽容失败的良好氛围，使我国广大科技工作者不断增强开拓进取、锐意创新的信心和勇气，始终保持严谨求实、勇于创新的科学精神，不畏艰险、勇攀高峰的探索精神，团结协作、淡泊名利的团队精神，万众一心地为加快建设创新型国家建功立业。广大科技工作者要积极参与科学技术普及工作，在全社会大力培育创新意识，努力激发全民族创新热情和创造活力。要结合贯彻落实今后10年全民科学素质行动计划纲要，围绕提高全民族科学文化素质，在全社会广为传播科学知识、科学方法、科学思想、科学精神，进一步形成讲科学、爱科学、学科学、用科学的社会风尚。,创新,12,创新,创新,创新
,科学,10,科学,科学,科技
,科技,6,科技,科技,建设
,精神,4,工作者,工作者,国家
,文化,4,广大,广大,推动
,广大,4,激发,激发,加快
,工作者,4,精神,精神,我国
,激发,3,勇于创新,勇于创新,科学
,民族,3,文化,文化,领域
,努力,3,优良传统,优良传统,社会
,自觉,2,努力,努力,坚持
,社会,2,民族,民族,提高
,热情,2,活力,活力,工作者
,活力,2,自觉,自觉,形成
,更加,2,大力,大力,工作
,我国,2,,,
,形成,2,,,
,大力,2,,,
,勇于创新,2,,,
,创造,2,,,
,优良传统,2,,,
,领域,1,,,
,革故鼎新,1,,,
,需要,1,,,
,长期以来,1,,,
,锐意,1,,,
,进一步,1,,,
,贯彻落实,1,,,
,要带头,1,,,
,行动计划,1,,,
,营造,1,,,
,良好氛围,1,,,
,自强不息,1,,,
,继承,1,,,
,结合,1,,,
,纲要,1,,,
,素质,1,,,
,积极参与,1,,,
,积极,1,,,
,科技界,1,,,
,科学知识,1,,,
,科学技术,1,,,
,社会风尚,1,,,
,相辅相成,1,,,
,相互促进,1,,,
,激励,1,,,
,淡泊名利,1,,,
,求实,1,,,
,普及,1,,,
,方面,1,,,
,方法,1,,,
,文化素质,1,,,
,提高,1,,,
,推动,1,,,
,探索,1,,,
,意识,1,,,
,思想,1,,,
,弘扬,1,,,
,开拓进取,1,,,
,建设,1,,,
,建功立业,1,,,
,广为,1,,,
,希望,1,,,
,工作,1,,,
,崇尚,1,,,
,宽容,1,,,
,实践,1,,,
,始终保持,1,,,
,奋发有为,1,,,
,奋勇争先,1,,,
,失败,1,,,
,增强,1,,,
,培育,1,,,
,坚持,1,,,
,地为,1,,,
,国家,1,,,
,围绕,1,,,
,团队精神,1,,,
,团结,1,,,
,发扬,1,,,
,协作,1,,,
,勇气,1,,,
,勇攀高峰,1,,,
,加快,1,,,
,创新型,1,,,
,全民,1,,,
,信心,1,,,
,传播,1,,,
,今后,1,,,
,事业,1,,,
,中华民族,1,,,
,严谨,1,,,
,不畏艰险,1,,,
,不甘落后,1,,,
,不断,1,,,
,万众一心,1,,,
,一流,1,,,
,一样,1,,,
,10,1,,,
,,,,,
中国科协是中国科技工作者的群众组织，是党领导下的人民团体。科协七大以来，科协组织坚持以科技工作者为本，把加强党和政府同科技工作者的联系作为基本职责，把激发科技工作者的创新热情和创造活力作为重要目标，把竭诚为科技工作者服务作为根本任务，在团结带领广大科技工作者增强自主创新能力、建设创新型国家和提高全民科学素质方面做了大量富有成效的工作，以实际行动表明，科协组织不愧为党和政府联系科技工作者的桥梁和纽带，不愧为推动国家科技事业发展的重要力量。在新的历史起点上，科协组织要继续围绕党和国家工作大局，更好地履行“三服务一加强”的工作职能，努力开创科协工作新局面。,科技,7,工作者,工作者,创新
,工作者,7,科协,科协,科技
,科协,4,科技,科技,发展
,组织,3,不愧为,不愧为,建设
,工作,3,党和政府,党和政府,国家
,作为,3,组织,组织,推动
,重要,2,工作,工作,加强
,联系,2,作为,作为,科学
,服务,2,为本,为本,中国
,国家,2,科协工作,科协工作,自主
,加强,2,科技事业,科技事业,重要
,党和政府,2,联系,联系,坚持
,不愧为,2,富有成效,富有成效,提高
,领导,1,根本任务,根本任务,工作者
,起点,1,加强,加强,工作
,表明,1,,,
,自主,1,,,
,职责,1,,,
,职能,1,,,
,群众组织,1,,,
,继续,1,,,
,纽带,1,,,
,素质,1,,,
,竭诚,1,,,
,科技事业,1,,,
,科学,1,,,
,科协工作,1,,,
,目标,1,,,
,热情,1,,,
,激发,1,,,
,活力,1,,,
,桥梁,1,,,
,根本任务,1,,,
,更好,1,,,
,方面,1,,,
,提高,1,,,
,推动,1,,,
,开创,1,,,
,建设,1,,,
,广大,1,,,
,带领,1,,,
,履行,1,,,
,局面,1,,,
,富有成效,1,,,
,实际行动,1,,,
,大量,1,,,
,大局,1,,,
,增强,1,,,
,基本,1,,,
,坚持,1,,,
,围绕,1,,,
,团结,1,,,
,发展,1,,,
,历史,1,,,
,努力,1,,,
,力量,1,,,
,创造,1,,,
,创新能力,1,,,
,创新型,1,,,
,创新,1,,,
,全民,1,,,
,党和国家,1,,,
,以来,1,,,
,人民团体,1,,,
,为本,1,,,
,中国科协,1,,,
,中国,1,,,
,七大,1,,,
,,,,,
科协组织要继续致力于促进科学技术繁荣和发展，更好地为经济社会发展服务。要把广大科技工作者的思想和力量凝聚到实现“十二五”时期经济社会发展目标和各项任务上来。以增强自主创新能力为导向，积极参加国家创新体系建设；通过搭建不同形式、不同层次的学术交流平台，进一步提高学术交流质量和实效；推动产学研结合，努力把更多创新要素向企业集聚，加快构建以企业为主体、以市场为导向、产学研相结合的技术创新体系，促进科技成果转化为生产力；充分发挥党和人民事业发展的思想库作用，积极推动科学家之间的交流，推动科学家同决策者和社会公众之间的交流，启迪创新思维，增进创新氛围。,发展,4,创新,创新,创新
,创新,4,产学研,产学研,科技
,推动,3,学术交流,学术交流,发展
,经济社会,2,推动,推动,建设
,积极,2,导向,导向,国家
,科学家,2,经济社会,经济社会,推动
,导向,2,发展,发展,加快
,学术交流,2,交流,交流,企业
,促进,2,科学家,科学家,自主
,体系,2,思想库,思想库,实现
,企业,2,地为,地为,体系
,产学研,2,体系,体系,促进
,交流,2,科协,科协,作用
,之间,2,促进,促进,工作者
,不同,2,各项任务,各项任务,科学技术
,集聚,1,,,
,通过,1,,,
,进一步提高,1,,,
,转化,1,,,
,质量,1,,,
,要素,1,,,
,致力于,1,,,
,自主,1,,,
,继续,1,,,
,结合,1,,,
,组织,1,,,
,繁荣,1,,,
,科技成果,1,,,
,科技,1,,,
,科学技术,1,,,
,科协,1,,,
,社会公众,1,,,
,相结合,1,,,
,目标,1,,,
,生产力,1,,,
,氛围,1,,,
,构建,1,,,
,服务,1,,,
,更好,1,,,
,时期,1,,,
,搭建,1,,,
,技术创新,1,,,
,思维,1,,,
,思想库,1,,,
,思想,1,,,
,形式,1,,,
,建设,1,,,
,广大,1,,,
,平台,1,,,
,市场,1,,,
,工作者,1,,,
,层次,1,,,
,实现,1,,,
,实效,1,,,
,增进,1,,,
,增强,1,,,
,地为,1,,,
,国家,1,,,
,启迪,1,,,
,各项任务,1,,,
,参加,1,,,
,十二五,1,,,
,努力,1,,,
,加快,1,,,
,力量,1,,,
,创新能力,1,,,
,凝聚,1,,,
,决策者,1,,,
,党和人民,1,,,
,充分发挥,1,,,
,作用,1,,,
,事业,1,,,
,主体,1,,,
,上来,1,,,
,,,,,
科协组织要继续致力于促进科学技术普及和推广，更好地为提高全民科学素质服务。要继续履行好全民科学素质行动计划纲要实施工作办公室职责，围绕为实现全面建设小康社会奋斗目标奠定坚实科技和人力资源基础，花大力气抓好普及科学技术、提高全民科学素质工作。要按照政府推动、全民参与、提升素质、促进和谐的要求，广泛深入开展群众性、基础性、社会性科普活动，推动形成社会化科普工作格局，不断加大科技知识在全社会传播速度和覆盖广度。,素质,4,全民,全民,科技
